id,name,key_skills,work_format_name,experience,specialization_id
119286265,Администратор базы данных PostgreSQL,,Удалённо,От 3 до 6 лет,96
120058827,Программист по внедрению 1С:ERP,,,,
111498796,Senior разработчик БД в команду Гео сервисов,"SQL, PostgreSQL, MS SQL, ORACLE, OLTP, PostGIS, Оптимизация запросов, СУБД, Проектирование",Удалённо,Более 6 лет,96
119853052,Senior .NET (С#) developer на направление ГЕО,".NET Core, ASP.NET Core, C#, ASP.NET",Удалённо,Более 6 лет,96
118029622,Инженер-программист 1С,,,,
119754587,Тестировщик (auto Java),"Java, SQL, Selenium, Linux, Git",,От 1 года до 3 лет,124
82900843,Консультант-аналитик 1С,"1С: Предприятие, Автоматизация, BPMN, IDEF0, Грамотная речь, Моделирование бизнес процессов, Консультирование",Удалённо,От 1 года до 3 лет,10
119439266,Технический архитектор 1С,"1С программирование, Базы данных, ERP-системы на базе 1С, 1С: Предприятие, MySQL, 1С:ERP",Гибрид,Более 6 лет,96
103028323,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
118861398,Менеджер проектов продаж,,Удалённо,От 1 года до 3 лет,107
119514926,SRE-инженер,,,,
116756880,Ведущий специалист (сетевой инженер),,,,
103028887,Консультант-аналитик 1С,,,,
119750406,Senior SQL developer,,,,
120070358,Ведущий аналитик 1С по документообороту,,,,
119177432,Middle PHP Developer,,,,
119535461,Ведущий специалист (блок- транспортные расходы),,Удалённо,От 1 года до 3 лет,10
119911543,Enterprise Architect/Корпоративный архитектор,,,,
119843153,Специалист по управлению ИТ-проектами (Нефтегаз),"Управление проектами, Коммуникабельность, Лид-менеджмент",На месте работодателя,От 3 до 6 лет,155
113900887,Программист 1С Middle,,На месте работодателя,От 1 года до 3 лет,96
119432512,Специалист по IT в отдел администрирования технологической инфраструктуры,,,,
95179793,Программист 1С ЗУП,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация, 1С: Зарплата и управление персоналом",Удалённо,От 1 года до 3 лет,96
117074701,Системный инженер (системный администратор),,,От 3 до 6 лет,113
119379719,QA Engineer Java / Инженер-тестировщик Java (ученик),,,,
119216475,Разработчик серверной части (Laravel),"PHP, MySQL, Laravel, MVC, Yii",Удалённо,Нет опыта,96
119866346,Менеджер сопровождения бизнес-процессов,,,,
107659631,Главный специалист отдела разработки кредитных продуктов малому и микро бизнесу,,,,
119419498,Программист 1С,,,,
119656765,Методолог по процессу кредитования,,,,
118750762,Системный администратор Windows и Linux (упаковка приложений),,,,
119590717,Руководитель проекта 1С,,,,
119809682,Тестировщик Java/AQA Java с нуля (стажер),"Функциональное тестирование, Test case, Модульное тестирование, Selenium IDE, JUnit, MS SQL, Java, AQA, QA, Английский язык",Удалённо,Нет опыта,124
119322350,Системный аналитик 1С,,,,
116152874,Сетевой инженер,"Английский язык, TCP/IP, VLAN, Администрирование сетевого оборудования",,От 1 года до 3 лет,96
119754797,Системный аналитик 1С,,,От 3 до 6 лет,148
119123701,Менеджер по отраслевым решениям,,,,
119584838,Системный аналитик (ученик),"Системный анализ, Бизнес-анализ, MS Excel, Python, Функциональное тестирование, Разработка технических заданий, QA, API, JavaScript, Разработка ПО, Менеджмент",Удалённо,Нет опыта,148
119506503,Ведущий разработчик С++,,Удалённо,От 3 до 6 лет,96
119860698,Ведущий программист 1С,,,,
120078616,Ведущий инженер по анализу защищенности (Pentest),,Удалённо,От 3 до 6 лет,116
110124876,Аналитик по информационной безопасности (Развитие доступов),,На месте работодателя,От 1 года до 3 лет,116
119547508,Программист 1С,,,,
119767960,Инженер ручного тестирования,"Функциональное тестирование, Postman, A/B тесты, TMS Systems, REST API, Git, Agile, Нагрузочное тестирование, Анализ тестирования",Удалённо,От 3 до 6 лет,124
118762636,"Продуктовый аналитик, senior",,,,
119509962,"Менеджер проектных продаж (мосты, арматурные соединения)",,,,
119870603,Главный инженер-эксперт по ИБ,,,,
119070663,Lead C# (.Net Lead)/Руководитель группы разработки,"руководство командой разработчиков, .NET Core, .NET Framework, SQL, MS SQL, PostgreSQL",Удалённо,Более 6 лет,104
119330768,Руководитель направления Продвинутая аналитика и моделирование,,,,
97301746,Системный аналитик на проект ДБО (middle\senior),,,,
118624755,Real-Time Video Streaming Developer,,На месте работодателя,От 1 года до 3 лет,96
119839118,Разработчик C++,,,,
92668850,Аналитик 1С ЗУП,"1С: Предприятие, Автоматизация, Грамотная речь, Консультирование, Предпроектное обследование, 1С: Зарплата и управление персоналом",Удалённо,От 1 года до 3 лет,10
118612740,Ведущий специалист группы сопровождения отчетности,,,,
119372008,Специалист по поддержке продаж (без продаж),,,,
119175481,Программист 1С,1С программирование,Гибрид,От 1 года до 3 лет,96
119426108,Бизнес-аналитик 1C,,,,
119427694,Флорист,,,,
118552953,Ведущий бизнес-аналитик 1С:ERP 2 (модуль производственного учета),"1C:ERP 2, Автоматизация процессов, Моделирование бизнес процессов, Бизнес-анализ, Системный анализ, Agile, Scrum, BPMN, ERP, Jira, Confluence, 1C ERP",Удалённо,От 3 до 6 лет,10
119427064,Разработчик 1С,,,,
119690809,Специалист по встраиваемым системам (Embedded developer),,,,
117326102,Ведущий программист С++,"C++, Git, Python, SQL, STL, Boost",Удалённо,Более 6 лет,96
118602205,"Дизайнер интерьера (Горьковское шоссе, д. 28)",,,,
119220151,Программист 1С (middle) офис+удаленка,,,,
119669370,Разработчик 1С (интеграция с Cloud Payments),,,,
120072684,"Аналитик 1С (блок производство, ТОИР)",,,,
115579421,Ведущий системный аналитик WMS,,,,
119866205,Руководитель направления архитектуры,"Linux, Администрирование ОС, Active Directory, SIEM, OSI",На месте работодателя,От 3 до 6 лет,116
111555586,Ведущий менеджер по продажам (производственные предприятия),,,,
118891052,Разработчик 1С / Программист 1С,,,,
119396310,Инженер выездной техподдержки,,На месте работодателя,От 1 года до 3 лет,116
119571578,Аналитик 1С (производственный учет),,,,
119647522,Системный администратор,,,,
119514404,1C разработчик (Middle+/Senior),,Удалённо,От 3 до 6 лет,96
119758640,Старший программист 1С,,На месте работодателя,От 3 до 6 лет,96
118037246,Администратор систем информационной безопасности / Инженер SIEM,"Информационная безопасность, SIEM, PowerShell",На месте работодателя,От 3 до 6 лет,116
119607730,Head of Data Technology,,Удалённо,Более 6 лет,104
117373225,Технический архитектор 1С,,,От 3 до 6 лет,96
119385539,Менеджер по работе с клиентами b2b,"B2B Продажи, Телефонные переговоры, Заключение договоров, Деловая коммуникация, Проведение презентаций",На месте работодателя,От 1 года до 3 лет,73
119870607,Главный инженер-эксперт по ИБ,,,,
118776912,Специалист по промышленной безопасности,,,,
117074801,Сетевой инженер (инженер по сетевым технологиям),,,,
119904690,Системный архитектор (базовая инфраструктура),,,,
119418052,Флорист с опытом,,,,
117569677,"Разработчик (Assembler, С/С++)",,,,
119870569,Архитектор информационной безопасности,,,,
119231900,Методолог ИТ-процессов,,,,
118022292,Начальник отдела организации защиты информационных систем,,,,
112141965,Аналитик канала дистрибьюции,,,,
119568587,Разработчик РЭА,,,,
119757936,Руководитель направления по реагированию на инциденты информационной безопасности,,,,
118214370,Эксперт (Проект МДИ),"Ориентация на результат, Английский язык, Aspen ACCE, ASPEN Plus, AutoCAD, MS Project, Primavera, Инструменты BIM-проектирования, Проектирование, Автоматизация технологических процессов",На месте работодателя,От 3 до 6 лет,107
117981840,Senior C# разработчик,TDORP,Удалённо,От 3 до 6 лет,96
119241255,Инженер-программист станков с ЧПУ,"CAD, Компас-3D, Наладка оборудования, Разработка технической документации, Технологии машиностроения и приборостроения, Тексты на техническую тематику, Нормативно-техническая документация",На месте работодателя,От 1 года до 3 лет,96
119287784,Старший менеджер по системе управления взаимоотношениями с клиентами/Программист CRM,,Удалённо,От 3 до 6 лет,96
119765227,Ведущий специалист по ИБ (архитектор),"РКД, Технические требования, Методика испытаний, OS Astra, НСД",,От 1 года до 3 лет,116
103028599,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
119274657,Аналитик баз данных,"SQL, Работа с базами данных, Исследовательский анализ данных, Основы баз данных",Удалённо,От 3 до 6 лет,156
107267735,Программист 1С (middle) офис+удаленка,"1С БП 3.0, 1С ДО КОРП, 1С:ЗУП 3.1, Программист 1С, 1С",На месте работодателя,От 3 до 6 лет,96
117585830,Ведущий инженер-программист,,,От 1 года до 3 лет,96
118542677,Методолог по информационной безопасности,,На месте работодателя,От 1 года до 3 лет,116
118973909,Python-разработчик (Senior/Lead),"Python, PostgreSQL, FastAPI, Redis, Apache Kafka, SQLAlchemy, Django",Удалённо,От 3 до 6 лет,96
119603884,Дизайнер (практикант),"Figma, Графический дизайн, Работа в команде, Инфографика, Веб-дизайн",Удалённо,Нет опыта,34
105395520,Менеджер объектных продаж оборудования для овощехранения,,,От 1 года до 3 лет,107
119432883,Ведущий системный администратор,"Администрирование сетевого оборудования, Настройка ПК, Настройка сетевых подключений, Установка ПО, Удаленное администрирование, Настройка почтовых серверов, Техническая поддержка пользователей",На месте работодателя,От 1 года до 3 лет,113
118433211,Аналитик 1С,,Удалённо,От 3 до 6 лет,10
119870152,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
119686083,Архитектор ИТ-решений/Solution Architect,"ИТ-архитектура, Системный анализ, Бизнес-анализ, BPMN, UML, TOGAF, C4, Микросервисная архитектура, RabbitMQ, REST, ArchiMate, Camunda, Redis",Удалённо,Более 6 лет,148
117878936,Программист 1С,"1С программирование, 1С: Предприятие 8, 1С БГУ, Основы бухгалтерского учета, 1С: Бухгалтерия",Удалённо,От 3 до 6 лет,96
118876441,Администратор баз данных PostgreSQL / DBA PostgreSQL,"PostgreSQL, Oracle Database, MS SQL Server, MS SQL, Windows Server, Linux, Администрирование баз данных, SQL, СУБД, RDBMS, Yandex Managed Service",Удалённо,Более 6 лет,156
108682245,Консультант 1С:Управление Холдингом (сопровождение),1С:Управление Холдингом,Удалённо,От 1 года до 3 лет,10
119524496,Флорист-продавец цветов,"Приемка товара, Флористика, Дизайн, Консультирование клиентов, Оформление торгового зала, Оформление витрин, Дизайн упаковки",На месте работодателя,Нет опыта,34
119551043,"Full stack разработчик BPMSoft, Creatio","C#, JavaScript, .NET Framework, Английский язык, MS SQL, SOLID, ООП, Creatio, BPMSoft, CRM",Удалённо,От 1 года до 3 лет,96
103029021,Консультант-аналитик 1С,"1С: Предприятие, Автоматизация, BPMN, IDEF0, Грамотная речь, Моделирование бизнес процессов, Консультирование",Удалённо,От 1 года до 3 лет,10
119866394,Кредитный аналитик клиентов КСБ,"Финансовый анализ, Анализ финансовых показателей, Анализ ФХД",,От 1 года до 3 лет,10
120020865,Руководитель проектов / Ведущий инженер отдела строительного контроля,,,,
119177461,Старший менеджер по продажам интеграционных проектов (B2G),,,,
119558571,Программист 1С,,,,
109953795,Ведущий специалист отдела информационной и технической безопасности,,,,
119513808,С программист (Middle+/Senior),,,,
119754352,Системный аналитик 1С,,,,
119691028,Специалист по встраиваемым системам (Embedded developer),,,,
117904072,"Менеджер по развитию проекта (Металлообработка, оснастка)",,,,
118822378,Разработчик 1С,,,,
119813698,Программист / Разработчик 1С,,,,
120106525,Главный технолог линейной части строительства,,,,
118757071,Бизнес-аналитик в Проектно-процессный офис,,,,
100071573,Разработчик 1С,,,,
118226560,Аналитик SOC L2,,,,
116902079,Middle+ / Senior DBA (администратор баз данных),,,,
118511299,Продавец - Флорист,,,,
119870604,Главный инженер-эксперт по ИБ,,,,
117074747,Администратор баз данных (Middle Database Administrator),,,,
119513672,Старший сетевой инженер,,,,
118005708,Технический писатель для Runtime Cloud,,,,
119482024,Программист 1С,,,,
82895765,Программист 1С,,,,
119513574,Программист 1С (Управление автотранспортом),,,,
119669946,Сетевой инженер,,,,
111039799,Руководитель проектов по ИБ,,,,
118512018,Флорист,,,,
119563261,Программист 1С,,,,
115163739,Инженер-программист Directum RX (удаленный формат работы),,,,
119830371,"1С аналитик, группа по разработке программных продуктов в области налогообложения",,Удалённо,От 1 года до 3 лет,10
119870151,Архитектор информационной безопасности,,,,
118251238,Начальник отдела поддержки предпринимательства,,,,
119046155,Технический писатель (IT),,,,
119826521,Инженер внедрения средств защиты информации (защита конечных точек),,,,
119870454,Программист 1С,,Гибрид,От 1 года до 3 лет,96
119612683,Программист 1С ERP,,,,
117821349,Senior VFX Artist,,Удалённо,От 3 до 6 лет,34
119690958,Специалист по встраиваемым системам (Embedded developer),,,,
118174751,Аналитик по информационной безопасности (web-пентест),,,,
115174680,Преподаватель (Сетевое и системное администрирование),,,От 1 года до 3 лет,96
119826519,Инженер внедрения средств защиты информации (защита конечных точек),"Dr.Web, Secret Net Studio, Dallas Lock, XSpider, Сканер-ВС, Kaspersky",Удалённо,От 1 года до 3 лет,116
119870605,Главный инженер-эксперт по ИБ,,,,
119767987,Fullstack разработчик,"JavaScript, Node.js, React, Git, PostgreSQL, Python, Удаленная работа, Java Script",Удалённо,От 3 до 6 лет,96
119870154,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
119826523,Инженер внедрения средств защиты информации (защита конечных точек),,,,
119912018,Руководитель проектов по слаботочным системам (ИТСО),"Разработка проектной документации, Производство пусконаладочных работ, Деловая коммуникация, Инжиниринг, Системы видеонаблюдения, слаботочные системы, Строительство, Производство строительно-монтажных работ, Проектирование",,Более 6 лет,107
119376966,Программист 1С,,Удалённо,От 3 до 6 лет,96
118127542,Архитектор,,,,
119866556,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
119659153,Программист 1С (УТ/ERP),,,,
118719222,Руководитель направления ценообразования,,,,
118732996,Главный инженер проектов по информационной безопасности,"Информационная безопасность, Разработка проектной документации",,От 3 до 6 лет,116
119826520,Инженер внедрения средств защиты информации (защита конечных точек),"Dr.Web, Secret Net Studio, Dallas Lock, XSpider, Сканер-ВС, Kaspersky",Удалённо,От 1 года до 3 лет,116
119264352,Java разработчик с нуля (стажер),"Java, Hibernate ORM, Java EE, ORACLE, MySQL, PostgreSQL, Git, Spring Framework, Unit Testing, Java Servlets, ООП, SVN, JSP, Разработка ПО, Linux, API, SQL, C#, C++, Python, Kotlin, Apache Kafka, Kubernetes, Scala, Ruby, Внимательность, Ответственность, Базы данных, MS Excel, Agile",Удалённо,Нет опыта,96
103028557,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
118547704,"Ведущий специалист по пожарной безопасности, ГО и ЧС","Пожарная безопасность, Охрана труда и техника безопасности, Документальное сопровождение, Взаимодействие с государственными контролирующими органами, разработка инструкций по пожарной безопасности",На месте работодателя,От 3 до 6 лет,116
119870602,Главный инженер-эксперт по ИБ,"Информационная безопасность, Инженерные системы, DDoS, Linux, СЗИ",На месте работодателя,От 3 до 6 лет,116
119057666,Старший разработчик 1С,"1С программирование, 1С: Документооборот, ERP-системы на базе 1С",,От 3 до 6 лет,96
119848083,Эксперт-разработчик DirectumRX (ДЗО АЛРОСА ИТ),Directum,На месте работодателя,Более 6 лет,96
119870155,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
119653557,Руководитель проекта по сервису газовых турбин,"Руководство коллективом, Выполнение технического надзора, Капитальный ремонт, Разработка регламентов и процедур, Нормативно-техническая документация, Разработка технической документации, Согласование договоров, Организация ремонта, Техническое обслуживание, Контроль исправности оборудования, Организация работы сотрудников, Выездное обслуживание оборудования, Сервисное обслуживание",На месте работодателя,От 3 до 6 лет,107
119870609,Главный инженер-эксперт по ИБ,"Информационная безопасность, Инженерные системы, DDoS, Linux, СЗИ",На месте работодателя,От 3 до 6 лет,116
115988336,Ведущий программист 1С (Senior),"1C: ERP, Оптимизация кода, RabbitMQ, SonarQube, Vanessa-ADD, Jenkins, Docker",Удалённо,От 3 до 6 лет,96
118593244,Разработчик PostgreSQL,,Удалённо,От 3 до 6 лет,156
119826522,Инженер внедрения средств защиты информации (защита конечных точек),"Dr.Web, Secret Net Studio, Dallas Lock, XSpider, Сканер-ВС, Kaspersky",Удалённо,От 1 года до 3 лет,116
119855871,Ведущий сетевой инженер,"Cisco, Администрирование сетевого оборудования, Информационные технологии, Zabbix, MikroTik, VPN, Настройка серверов, DNS, Unix, D-Link, Linux, Huawei, Настройка сетевых подключений, VLAN, L2 VPN, L3 VPN, MPLS",На месте работодателя,От 1 года до 3 лет,112
119854475,Разработчик 1С,"1С: Предприятие, Обновление конфигурации 1С, Разработка ПО, Оптимизация бизнес-процессов, Создание конфигурации 1С",Удалённо,Более 6 лет,96
119448391,Программист 1С,"1С: Предприятие 8, 1С программирование, Разработка ПО",Удалённо,От 3 до 6 лет,96
117112350,"1C‑разработчик, Middle/Middle+","XML, XDTO, JSON, HTTP, API, 1С, Git, Vanessa Automation",Удалённо,От 3 до 6 лет,96
114921877,Специалист по встраиваемым системам (Embedded developer),"C++, MATLAB, Simulink, RTOS, Altium Designer, C",На месте работодателя,От 1 года до 3 лет,96
118288308,Руководитель группы развития (инжиниринговый центр),,,От 3 до 6 лет,107
107935169,Ведущий разработчик 1С,"1С программирование, 1С: Комплексная автоматизация, 1С: Зарплата и управление персоналом, 1С: Торговля и склад, 1С: Управление Торговлей, 1С: Бухгалтерия, 1С: Предприятие 8, ERP-системы на базе 1С, 1С: Предприятие, SQL, MS SQL",Удалённо,От 3 до 6 лет,96
119426441,Системный аналитик 1С ERP (рег.учет и казначейство),,,От 1 года до 3 лет,148
117569340,Автор работ по программированию Python,,Удалённо,От 1 года до 3 лет,96
116752174,Аналитик направления анализа защищенности мобильных приложений (pentest),Pentest,На месте работодателя,От 3 до 6 лет,116
115598485,Ведущий аналитик по информационной безопасности,"Информационная безопасность, Анализ требований, Аудит информационной безопасности, ГОСТ, ФСТЭК",На месте работодателя,От 1 года до 3 лет,116
119432167,Специалист в области информационной безопасности,,,От 1 года до 3 лет,116
119870608,Главный инженер-эксперт по ИБ,"Информационная безопасность, Инженерные системы, DDoS, Linux, СЗИ",На месте работодателя,От 3 до 6 лет,116
91607429,Ведущий инженер по обслуживанию систем вентиляции и кондиционирования,,,От 1 года до 3 лет,107
119508012,Ведущий разработчик Битрикс 24,"PHP, 1С-Битрикс, REST API, Bitrix, Git, GitHub, JavaScript",Удалённо,От 1 года до 3 лет,96
117750256,Программист-внедренец 1С,"1С программирование, Разработка технических заданий, Автоматизация бизнес-процессов, Деловое общение",Удалённо,От 1 года до 3 лет,96
87638208,Программист 1С ERP/УХ,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация, 1С: Управление предприятием, 1С: Управление холдингом, Регламентированный учет, Оперативный учет, Рефакторинг кода",Удалённо,От 1 года до 3 лет,96
119431989,Заместитель начальника отдела анализа и контроля технологических процессовтитель,,На месте работодателя,От 1 года до 3 лет,157
82895766,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
120166931,"Инженер-наставник по направлению ""Программирование встраиваемых систем и аэронавигация""",,На месте работодателя,От 1 года до 3 лет,96
117719067,Senior С-разработчик,"MySQL, NoSQL, SQL, Apache Kafka, RabbitMQ, Linux, Git, GitHub, Asterisk, VoIP",Удалённо,Более 6 лет,96
119578941,Программист 1С (регламентированный учет),"Создание конфигурации 1С, JSON, 1С программирование, 1С: Управление Торговлей, Обновление конфигурации 1С",Удалённо,От 3 до 6 лет,96
117650647,Менеджер SOC,"SOC, SIEM",На месте работодателя,От 3 до 6 лет,116
119870606,Главный инженер-эксперт по ИБ,"Информационная безопасность, Инженерные системы, DDoS, Linux, СЗИ",На месте работодателя,От 3 до 6 лет,116
120068129,Руководитель проектов сопровождения и развития 1С (ERP / ERP УХ),"1C: ERP, ERP, УХ, 1С",Удалённо,От 3 до 6 лет,155
119870153,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
107218523,Пресейл инженер (Информационная безопасность),"SIEM, DLP, UBA, UEBA, SOAR, EDR, Awareness, Информационная безопасность",Удалённо,От 1 года до 3 лет,116
119380892,Программист 1С,"1С программирование, ERP-системы на базе 1С",На месте работодателя,От 3 до 6 лет,96
119758575,Разработчик 1С,,Удалённо,От 3 до 6 лет,96
118512749,Флорист,"Дизайн, Творческий подход, Сборка букетов и композиций различной сложности, Флористика, Активные продажи",На месте работодателя,От 1 года до 3 лет,34
109633495,Сетевой инженер (проектирование),"СКС, Инженерная инфраструктура, Проектирование, Техническая документация, AutoCAD, MS Visio, Проектная документация, ГИП, Сетевая инфраструктура",На месте работодателя,Более 6 лет,112
119441302,Инженер МСА (механическое соединение арматуры),,,От 1 года до 3 лет,107
115708276,Ведущий разработчик С++,,Удалённо,От 3 до 6 лет,96
119870150,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
119276672,Аналитик баз данных,"SQL, Работа с базами данных, Исследовательский анализ данных",Удалённо,От 3 до 6 лет,156
103028765,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
118700658,Автор работ по программированию / программист,,Удалённо,От 1 года до 3 лет,96
79925492,Инженер программист АСУТП,"FBD, CODESYS, программирование плк, АСУ ТП, АСУ, Siemens, Нефтегаз, Modbus, Проектная документация, Tia portal, AlphaPlatform, Альфа платформа, Автоматизация технологических процессов, Prosoft, SCADA, Автоматизация производства",,От 1 года до 3 лет,96
118400793,Главный инженер проекта (информационная безопасность),"Управление проектами, Информационные технологии, Разработка проектной документации, Проектная документация, Информационная безопасность",,От 3 до 6 лет,116
115366359,Ведущий инженер по сетевой безопасности (межсетевые экраны),,Удалённо,От 3 до 6 лет,116
114297666,Автор студенческих работ (технический писатель),"Грамотная речь, MS PowerPoint, Работа с большим объемом информации, Грамотность, Деловая коммуникация",Удалённо,От 1 года до 3 лет,126
118123798,Ведущий системный архитектор ИБ,"Проектная документация, Управление проектами, Техническая документация, Многозадачность, Системный подход, Системное мышление, Разработка проектной документации",Удалённо,От 3 до 6 лет,104
119513166,Программист 1С (ЗУП),"1С: Зарплата и управление персоналом, 1С:ЗУП",Удалённо,От 3 до 6 лет,96
119904081,"Старший системный инженер (базовая инфраструктура, IDM, DBA)",,,,
119641303,Разработчик 1С,,,,
119897358,Vue.js разработчик,,,,
119308044,"Frontend-разработчик (React, Next.js, TypeScript)",,,,
119899352,Разработчик Laravel,,На месте работодателя,Нет опыта,96
119196070,3D визуализация недвижимости на Unreal Engine 5,"Cinema 4D, Unreal Engine, Blender 3D, 3D-графика, Визуализация, Архитектура, 3д, 3D, c4d, визуализация недвижимости, level дизайнер, Corona Renderer, ArchiCAD, V-Ray, Autodesk 3ds Max, архитектурная визуализация, 3d визуализация",Удалённо,От 1 года до 3 лет,34
107740392,Ведущий инженер по сетевой безопасности (NAC),"Efros, Cisco",Удалённо,Более 6 лет,116
115366828,Архитектор систем информационной безопасности,,,,
119780958,Ведущий инженер по сетевой безопасности (внедрение межсетевых экранов),,,,
117570053,Автор работ по автоматическим системам управления (АСУ),,,,
118182279,Ведущий инженер по сетевой безопасности (Efros),,,,
119646137,Менеджер по технологическому проектированию (Пермь),,,,
119310401,Преподаватель Unity / Python Backend в онлайн-школу,,,,
119879578,Автор научных работ по информатике,,,,
119883065,Программист 1С (ERP/УХ),,,,
119513125,Программист 1С (ЗУП),,,,
119562889,Frontend-разработчик на WordPress,,,,
120087746,Fullstack-разработчик,,,,
