id,name,key_skills,work_format_name,experience,specialization_id
119590717,Руководитель проекта 1С,"Мотивация персонала, Управление проектами, Ведение переговоров, Управление командой, Управление персоналом, ERP-системы на базе 1С",,От 3 до 6 лет,107
110124876,Аналитик по информационной безопасности (Развитие доступов),,,,
119584838,Системный аналитик (ученик),,,,
118750762,Системный администратор Windows и Linux (упаковка приложений),"Администрирование серверов Windows, Администрирование серверов Linux, PowerShell, Bash",,От 1 года до 3 лет,113
119322350,Системный аналитик 1С,,,,
116152874,Сетевой инженер,,,,
119754797,Системный аналитик 1С,,,От 3 до 6 лет,148
119860698,Ведущий программист 1С,,,,
119123701,Менеджер по отраслевым решениям,,,,
119506503,Ведущий разработчик С++,,Удалённо,От 3 до 6 лет,96
119767960,Инженер ручного тестирования,,,,
119839118,Разработчик C++,,,,
117326102,Ведущий программист С++,"C++, Git, Python, SQL, STL, Boost",Удалённо,Более 6 лет,96
119509962,"Менеджер проектных продаж (мосты, арматурные соединения)",,,,
119547508,Программист 1С,,,,
120078616,Ведущий инженер по анализу защищенности (Pentest),,Удалённо,От 3 до 6 лет,116
119070663,Lead C# (.Net Lead)/Руководитель группы разработки,,,,
119571578,Аналитик 1С (производственный учет),,,,
118037246,Администратор систем информационной безопасности / Инженер SIEM,,,,
119870603,Главный инженер-эксперт по ИБ,,,,
119330768,Руководитель направления Продвинутая аналитика и моделирование,,,,
97301746,Системный аналитик на проект ДБО (middle\senior),"XML, HTTP запросы, SoapUI, Postman",,От 3 до 6 лет,10
92668850,Аналитик 1С ЗУП,,,,
119426108,Бизнес-аналитик 1C,,,,
118612740,Ведущий специалист группы сопровождения отчетности,"MS Excel, Аналитическое мышление, MS PowerPoint, Ведение отчетности, ПО Контакт",,Нет опыта,10
118762636,"Продуктовый аналитик, senior",,,,
118624755,Real-Time Video Streaming Developer,,,,
119175481,Программист 1С,1С программирование,Гибрид,От 1 года до 3 лет,96
119372008,Специалист по поддержке продаж (без продаж),,,,
119427694,Флорист,,,,
120072684,"Аналитик 1С (блок производство, ТОИР)",1С: Предприятие 8,Удалённо,От 1 года до 3 лет,10
119396310,Инженер выездной техподдержки,,,,
118552953,Ведущий бизнес-аналитик 1С:ERP 2 (модуль производственного учета),,,,
119427064,Разработчик 1С,,Удалённо,От 3 до 6 лет,96
115579421,Ведущий системный аналитик WMS,,,,
119866205,Руководитель направления архитектуры,,,,
118602205,"Дизайнер интерьера (Горьковское шоссе, д. 28)",,,,
119690809,Специалист по встраиваемым системам (Embedded developer),,,,
119669370,Разработчик 1С (интеграция с Cloud Payments),,,,
119220151,Программист 1С (middle) офис+удаленка,1С программирование,Гибрид,От 1 года до 3 лет,96
111555586,Ведущий менеджер по продажам (производственные предприятия),"Поиск и привлечение клиентов, работа с текущей базой клиентов, Ведение переговоров, Прямые продажи, B2B Продажи, Планирование продаж, Развитие продаж, CRM, Проведение презентаций, Управление проектами, Деловая переписка, MS PowerPoint, Проектирование, Ориентация на результат, Оценка потребностей клиентов, Деловое общение, Грамотная речь, Заключение договоров",,От 3 до 6 лет,73
118891052,Разработчик 1С / Программист 1С,,,,
119514404,1C разработчик (Middle+/Senior),,Удалённо,От 3 до 6 лет,96
119758640,Старший программист 1С,,На месте работодателя,От 3 до 6 лет,96
119647522,Системный администратор,,,,
119607730,Head of Data Technology,,,,
119385539,Менеджер по работе с клиентами b2b,,,,
117074801,Сетевой инженер (инженер по сетевым технологиям),,,,
117373225,Технический архитектор 1С,,,,
119870607,Главный инженер-эксперт по ИБ,,,,
119904690,Системный архитектор (базовая инфраструктура),,,,
118776912,Специалист по промышленной безопасности,,,,
119418052,Флорист с опытом,,,,
119231900,Методолог ИТ-процессов,,,,
117569677,"Разработчик (Assembler, С/С++)",,Удалённо,От 1 года до 3 лет,96
119870569,Архитектор информационной безопасности,,,,
118022292,Начальник отдела организации защиты информационных систем,,,,
112141965,Аналитик канала дистрибьюции,"MS PowerPoint, Работа с большим объемом информации, Анализ данных, Работа с базами данных, Сводные таблицы, Аналитические навыки, Аналитическое мышление, Офисные программы, Знание оргтехники, Продвинутый пользователь ПК",,Нет опыта,10
118876441,Администратор баз данных PostgreSQL / DBA PostgreSQL,,,,
119513808,С программист (Middle+/Senior),,,,
119568587,Разработчик РЭА,,,,
118214370,Эксперт (Проект МДИ),,,,
119757936,Руководитель направления по реагированию на инциденты информационной безопасности,,,,
117981840,Senior C# разработчик,TDORP,Удалённо,От 3 до 6 лет,96
119287784,Старший менеджер по системе управления взаимоотношениями с клиентами/Программист CRM,,Удалённо,От 3 до 6 лет,96
119241255,Инженер-программист станков с ЧПУ,"CAD, Компас-3D, Наладка оборудования, Разработка технической документации, Технологии машиностроения и приборостроения, Тексты на техническую тематику, Нормативно-техническая документация",На месте работодателя,От 1 года до 3 лет,96
103028599,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
118542677,Методолог по информационной безопасности,,На месте работодателя,От 1 года до 3 лет,116
119274657,Аналитик баз данных,"SQL, Работа с базами данных, Исследовательский анализ данных, Основы баз данных",Удалённо,От 3 до 6 лет,156
119603884,Дизайнер (практикант),"Figma, Графический дизайн, Работа в команде, Инфографика, Веб-дизайн",Удалённо,Нет опыта,34
119765227,Ведущий специалист по ИБ (архитектор),"РКД, Технические требования, Методика испытаний, OS Astra, НСД",,От 1 года до 3 лет,116
117585830,Ведущий инженер-программист,,,От 1 года до 3 лет,96
107267735,Программист 1С (middle) офис+удаленка,"1С БП 3.0, 1С ДО КОРП, 1С:ЗУП 3.1, Программист 1С, 1С",На месте работодателя,От 3 до 6 лет,96
105395520,Менеджер объектных продаж оборудования для овощехранения,,,От 1 года до 3 лет,107
118973909,Python-разработчик (Senior/Lead),"Python, PostgreSQL, FastAPI, Redis, Apache Kafka, SQLAlchemy, Django",Удалённо,От 3 до 6 лет,96
117878936,Программист 1С,"1С программирование, 1С: Предприятие 8, 1С БГУ, Основы бухгалтерского учета, 1С: Бухгалтерия",Удалённо,От 3 до 6 лет,96
118433211,Аналитик 1С,,Удалённо,От 3 до 6 лет,10
119686083,Архитектор ИТ-решений/Solution Architect,"ИТ-архитектура, Системный анализ, Бизнес-анализ, BPMN, UML, TOGAF, C4, Микросервисная архитектура, RabbitMQ, REST, ArchiMate, Camunda, Redis",Удалённо,Более 6 лет,148
119432883,Ведущий системный администратор,"Администрирование сетевого оборудования, Настройка ПК, Настройка сетевых подключений, Установка ПО, Удаленное администрирование, Настройка почтовых серверов, Техническая поддержка пользователей",На месте работодателя,От 1 года до 3 лет,113
108682245,Консультант 1С:Управление Холдингом (сопровождение),1С:Управление Холдингом,Удалённо,От 1 года до 3 лет,10
119870152,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
119551043,"Full stack разработчик BPMSoft, Creatio","C#, JavaScript, .NET Framework, Английский язык, MS SQL, SOLID, ООП, Creatio, BPMSoft, CRM",Удалённо,От 1 года до 3 лет,96
119524496,Флорист-продавец цветов,"Приемка товара, Флористика, Дизайн, Консультирование клиентов, Оформление торгового зала, Оформление витрин, Дизайн упаковки",На месте работодателя,Нет опыта,34
103029021,Консультант-аналитик 1С,"1С: Предприятие, Автоматизация, BPMN, IDEF0, Грамотная речь, Моделирование бизнес процессов, Консультирование",Удалённо,От 1 года до 3 лет,10
120020865,Руководитель проектов / Ведущий инженер отдела строительного контроля,"Строительство, Строительный контроль, Организаторские навыки, Руководство коллективом, Ответственность, Деловая переписка, Технический надзор, Управленческие навыки",,От 1 года до 3 лет,107
119558571,Программист 1С,,Удалённо,От 3 до 6 лет,96
119866394,Кредитный аналитик клиентов КСБ,"Финансовый анализ, Анализ финансовых показателей, Анализ ФХД",,От 1 года до 3 лет,10
109953795,Ведущий специалист отдела информационной и технической безопасности,,,От 1 года до 3 лет,116
118822378,Разработчик 1С,1С программирование,Гибрид,От 3 до 6 лет,96
119691028,Специалист по встраиваемым системам (Embedded developer),"C++, MATLAB, Simulink, RTOS, Altium Designer, C",На месте работодателя,От 1 года до 3 лет,96
119754352,Системный аналитик 1С,,,От 3 до 6 лет,148
117904072,"Менеджер по развитию проекта (Металлообработка, оснастка)",,,От 1 года до 3 лет,107
118757071,Бизнес-аналитик в Проектно-процессный офис,,,От 1 года до 3 лет,150
119813698,Программист / Разработчик 1С,"1С программирование, 1C: Предприятие, 1С: Бухгалтерия, 1С: Зарплата и управление персоналом",На месте работодателя,От 1 года до 3 лет,96
120106525,Главный технолог линейной части строительства,,,От 3 до 6 лет,107
100071573,Разработчик 1С,"ERP-системы на базе 1С, 1С: Предприятие 8, 1C ERP, 1С: Зарплата и управление персоналом, 1С: Бухгалтерия, 1С: Комплексная автоматизация, 1С: Управление Торговлей",Удалённо,От 1 года до 3 лет,96
118226560,Аналитик SOC L2,,На месте работодателя,От 1 года до 3 лет,116
116902079,Middle+ / Senior DBA (администратор баз данных),"Linux, PostgreSQL, Git, Elasticsearch, MongoDB, Базы данных, Oracle Pl/SQL, MySQL, Администрирование баз данных, СУБД, Bash, SQL",Удалённо,Более 6 лет,113
119870604,Главный инженер-эксперт по ИБ,"Информационная безопасность, Инженерные системы, DDoS, Linux, СЗИ",На месте работодателя,От 3 до 6 лет,116
118511299,Продавец - Флорист,,,,
117074747,Администратор баз данных (Middle Database Administrator),,,,
118251238,Начальник отдела поддержки предпринимательства,,,,
119513672,Старший сетевой инженер,,,,
118005708,Технический писатель для Runtime Cloud,,,,
119482024,Программист 1С,,,,
119513574,Программист 1С (Управление автотранспортом),,,,
82895765,Программист 1С,,,,
119046155,Технический писатель (IT),,,,
119669946,Сетевой инженер,,,,
111039799,Руководитель проектов по ИБ,,,,
118512018,Флорист,,,,
119563261,Программист 1С,,,,
115163739,Инженер-программист Directum RX (удаленный формат работы),,,,
119830371,"1С аналитик, группа по разработке программных продуктов в области налогообложения",,,,
119870151,Архитектор информационной безопасности,,,,
119826521,Инженер внедрения средств защиты информации (защита конечных точек),,,,
119870454,Программист 1С,,,,
119612683,Программист 1С ERP,,,,
119690958,Специалист по встраиваемым системам (Embedded developer),,,,
117821349,Senior VFX Artist,,,,
118174751,Аналитик по информационной безопасности (web-пентест),,,,
115174680,Преподаватель (Сетевое и системное администрирование),,,,
119767987,Fullstack разработчик,,,,
119826519,Инженер внедрения средств защиты информации (защита конечных точек),,,,
119870605,Главный инженер-эксперт по ИБ,,,,
119826523,Инженер внедрения средств защиты информации (защита конечных точек),,,,
119870154,Архитектор информационной безопасности,,,,
119432167,Специалист в области информационной безопасности,,,,
119912018,Руководитель проектов по слаботочным системам (ИТСО),,,,
115988336,Ведущий программист 1С (Senior),,,,
119376966,Программист 1С,,Удалённо,От 3 до 6 лет,96
118127542,Архитектор,,,Более 6 лет,96
119866556,Архитектор информационной безопасности,,,,
119659153,Программист 1С (УТ/ERP),"1С: Управление Торговлей, 1С: ERP",Удалённо,От 3 до 6 лет,96
118719222,Руководитель направления ценообразования,"Управление командой, Стратегическое мышление, Стратегическое планирование, Стратегический менеджмент, Разработка стратегии развития, Организаторские навыки, Анализ ценообразования, Стратегический анализ внешней среды",Удалённо,Более 6 лет,107
118732996,Главный инженер проектов по информационной безопасности,,,,
119448391,Программист 1С,"1С: Предприятие 8, 1С программирование, Разработка ПО",Удалённо,От 3 до 6 лет,96
119826520,Инженер внедрения средств защиты информации (защита конечных точек),"Dr.Web, Secret Net Studio, Dallas Lock, XSpider, Сканер-ВС, Kaspersky",Удалённо,От 1 года до 3 лет,116
103028557,Программист 1С,,,,
119264352,Java разработчик с нуля (стажер),"Java, Hibernate ORM, Java EE, ORACLE, MySQL, PostgreSQL, Git, Spring Framework, Unit Testing, Java Servlets, ООП, SVN, JSP, Разработка ПО, Linux, API, SQL, C#, C++, Python, Kotlin, Apache Kafka, Kubernetes, Scala, Ruby, Внимательность, Ответственность, Базы данных, MS Excel, Agile",Удалённо,Нет опыта,96
118547704,"Ведущий специалист по пожарной безопасности, ГО и ЧС","Пожарная безопасность, Охрана труда и техника безопасности, Документальное сопровождение, Взаимодействие с государственными контролирующими органами, разработка инструкций по пожарной безопасности",На месте работодателя,От 3 до 6 лет,116
119870602,Главный инженер-эксперт по ИБ,,,,
119057666,Старший разработчик 1С,"1С программирование, 1С: Документооборот, ERP-системы на базе 1С",,От 3 до 6 лет,96
119848083,Эксперт-разработчик DirectumRX (ДЗО АЛРОСА ИТ),,,,
119870155,Архитектор информационной безопасности,,,,
119870609,Главный инженер-эксперт по ИБ,,,,
119826522,Инженер внедрения средств защиты информации (защита конечных точек),,,,
118593244,Разработчик PostgreSQL,,,,
119653557,Руководитель проекта по сервису газовых турбин,,,,
119854475,Разработчик 1С,,,,
119855871,Ведущий сетевой инженер,,,,
117112350,"1C‑разработчик, Middle/Middle+","XML, XDTO, JSON, HTTP, API, 1С, Git, Vanessa Automation",Удалённо,От 3 до 6 лет,96
114921877,Специалист по встраиваемым системам (Embedded developer),,,,
118288308,Руководитель группы развития (инжиниринговый центр),,,,
107935169,Ведущий разработчик 1С,"1С программирование, 1С: Комплексная автоматизация, 1С: Зарплата и управление персоналом, 1С: Торговля и склад, 1С: Управление Торговлей, 1С: Бухгалтерия, 1С: Предприятие 8, ERP-системы на базе 1С, 1С: Предприятие, SQL, MS SQL",Удалённо,От 3 до 6 лет,96
119426441,Системный аналитик 1С ERP (рег.учет и казначейство),,,,
116752174,Аналитик направления анализа защищенности мобильных приложений (pentest),,,,
117569340,Автор работ по программированию Python,,,,
115598485,Ведущий аналитик по информационной безопасности,,,,
119508012,Ведущий разработчик Битрикс 24,,,,
119870608,Главный инженер-эксперт по ИБ,"Информационная безопасность, Инженерные системы, DDoS, Linux, СЗИ",На месте работодателя,От 3 до 6 лет,116
91607429,Ведущий инженер по обслуживанию систем вентиляции и кондиционирования,,,,
119431989,Заместитель начальника отдела анализа и контроля технологических процессовтитель,,На месте работодателя,От 1 года до 3 лет,157
87638208,Программист 1С ERP/УХ,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация, 1С: Управление предприятием, 1С: Управление холдингом, Регламентированный учет, Оперативный учет, Рефакторинг кода",Удалённо,От 1 года до 3 лет,96
117750256,Программист-внедренец 1С,,,,
82895766,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
117719067,Senior С-разработчик,"MySQL, NoSQL, SQL, Apache Kafka, RabbitMQ, Linux, Git, GitHub, Asterisk, VoIP",Удалённо,Более 6 лет,96
119578941,Программист 1С (регламентированный учет),,,,
120068129,Руководитель проектов сопровождения и развития 1С (ERP / ERP УХ),"1C: ERP, ERP, УХ, 1С",Удалённо,От 3 до 6 лет,155
120166931,"Инженер-наставник по направлению ""Программирование встраиваемых систем и аэронавигация""",,На месте работодателя,От 1 года до 3 лет,96
117650647,Менеджер SOC,,,,
119870606,Главный инженер-эксперт по ИБ,"Информационная безопасность, Инженерные системы, DDoS, Linux, СЗИ",На месте работодателя,От 3 до 6 лет,116
119870153,Архитектор информационной безопасности,"Linux, Администрирование ОС, Active Directory, SIEM, OSI, Архитектура ИБ",На месте работодателя,От 3 до 6 лет,116
107218523,Пресейл инженер (Информационная безопасность),,,,
119758575,Разработчик 1С,,Удалённо,От 3 до 6 лет,96
118512749,Флорист,"Дизайн, Творческий подход, Сборка букетов и композиций различной сложности, Флористика, Активные продажи",На месте работодателя,От 1 года до 3 лет,34
119380892,Программист 1С,,,,
109633495,Сетевой инженер (проектирование),"СКС, Инженерная инфраструктура, Проектирование, Техническая документация, AutoCAD, MS Visio, Проектная документация, ГИП, Сетевая инфраструктура",На месте работодателя,Более 6 лет,112
119276672,Аналитик баз данных,,,,
119441302,Инженер МСА (механическое соединение арматуры),,,,
115366359,Ведущий инженер по сетевой безопасности (межсетевые экраны),,Удалённо,От 3 до 6 лет,116
119870150,Архитектор информационной безопасности,,,,
118700658,Автор работ по программированию / программист,,,,
103028765,Программист 1С,"1С программирование, Оптимизация кода, 1С: Предприятие 8, Автоматизация",Удалённо,От 1 года до 3 лет,96
115708276,Ведущий разработчик С++,,,,
79925492,Инженер программист АСУТП,,,,
118400793,Главный инженер проекта (информационная безопасность),"Управление проектами, Информационные технологии, Разработка проектной документации, Проектная документация, Информационная безопасность",,От 3 до 6 лет,116
114297666,Автор студенческих работ (технический писатель),,,,
118123798,Ведущий системный архитектор ИБ,,,,
119513166,Программист 1С (ЗУП),"1С: Зарплата и управление персоналом, 1С:ЗУП",Удалённо,От 3 до 6 лет,96
119904081,"Старший системный инженер (базовая инфраструктура, IDM, DBA)",,,,
119641303,Разработчик 1С,,,,
119897358,Vue.js разработчик,"VueJS, Laravel, Git, Figma, SPA",На месте работодателя,Нет опыта,96
119308044,"Frontend-разработчик (React, Next.js, TypeScript)",,,,
119899352,Разработчик Laravel,,,,
119196070,3D визуализация недвижимости на Unreal Engine 5,,,,
107740392,Ведущий инженер по сетевой безопасности (NAC),"Efros, Cisco",Удалённо,Более 6 лет,116
115366828,Архитектор систем информационной безопасности,"CCNA, CCNP, ГОСТ 34, Внедрение систем информационной безопасности, Информационная безопасность, Cisco, Fortinet, UserGate, Kaspersky Labs, Проектная документация, Разработка проектной документации",Удалённо,Более 6 лет,116
119780958,Ведущий инженер по сетевой безопасности (внедрение межсетевых экранов),"Континент, UserGate, Check Point, Palo Alto",Удалённо,От 3 до 6 лет,112
117570053,Автор работ по автоматическим системам управления (АСУ),,Удалённо,От 1 года до 3 лет,96
118182279,Ведущий инженер по сетевой безопасности (Efros),"Cisco ISE, Efros DO",Удалённо,Более 6 лет,112
119646137,Менеджер по технологическому проектированию (Пермь),,,От 3 до 6 лет,107
119310401,Преподаватель Unity / Python Backend в онлайн-школу,"Грамотная речь, Преподаватель, Обучение и развитие, Дистанционное обучение, Работа с детьми, Веб-программирование, Unity, Blender 3D, Обучение, Scratch, Roblox",Удалённо,Нет опыта,96
119879578,Автор научных работ по информатике,,,,
119883065,Программист 1С (ERP/УХ),,,,
119513125,Программист 1С (ЗУП),,,,
119562889,Frontend-разработчик на WordPress,,,,
120087746,Fullstack-разработчик,,,,
